0	palabr/1, revision/1, descripcion/1, similar/1
503815	de/4, pures/1, naranj/1, limon/1, lim/1, citric/1, pur/3
401416	par/1, expansion/1, purgador/1, llen/1, regul/1, kits/1, neumat/1, bobin/1, pinzamient/1, monitore/1, ensamblaj/1, solenoid/2, lubric/2, comprim/1, inodor/2, no/1, asient/2, bloque/1, rociador/1, contencion/1, del/1, desliz/1, diafragm/1, segur/4, lod/1, angul/1, disc/2, sediment/1, bombe/1, part/1, en/1, turbin/1, accesori/1, sangr/1, glob/1, rotacion/1, hidraul/1, eta/1, esfer/1, segment/1, orifici/1, rotat/1, piston/3, barr/1, gas/1, soport/1, o/3, tip/2, horizontal/1, diseñ/2, vastag/1, auxiliar/1, altern/1, valvul/58, compuert/3, elev/1, presion/1, y/1, brid/1, vaci/1, reductor/1, air/1, con/4, bol/2, direccional/1, magnet/1, leng�/1, casquill/1, esclus/1, de/54, flotacion/1, control/5, relev/1, line/1, aguj/1, marip/3, pilot/1
401417	material/1, cerradur/1, escudet/1, adapt/3, embud/1, colector/1, tramp/1, ensamblaj/1, indic/1, separ/1, lubric/1, interruptor/1, es/1, manguer/3, trabaj/1, drenaj/5, ferret/1, movimient/1, cod/1, zapat/1, del/1, diafragm/1, anti/1, cap/1, multipl/1, ojo/1, maquin/1, protector/1, accesori/2, golp/1, disposit/1, nivel/1, con/1, orifici/1, pis/2, ganch/1, braz/1, gras/1, fusion/1, valvul/1, soport/1, o/2, fusibl/1, cam/1, aceit/1, llav/1, desmont/1, de/34, centrador/1, asient/1, tap/1, gasolin/1, la/1, atomiz/1, graser/1, regul/1, hidrant/2, cierr/1, ventil/1, canal/1, conect/1, agu/2, tub/7, boquill/2, par/9, arañ/1, congel/1, conector/2, evit/1, supresor/1, ariet/1, desag�/2, y/1, caj/2, resort/1, vaci/1, e/1, ajust/1, temperatur/1, mirill/1, alta/1, medidor/1, tapon/1, punt/1, plom/5, cuenc/1
503818	pur/2, pures/1, melon/2, sand/1, de/3
401419	titani/1, nylon/1, plom/1, rig/1, piedr/1, hierr/1, flexibl/1, inoxid/1, bronc/1, cobr/1, latex/1, aleacion/2, acer/2, precios/1, no/1, conduct/47, ferros/2, manganes/1, alumini/1, metal/1, cauch/1, zinc/1, red/22, laton/2, plastic/1, cement/1, vidri/1, o/22, de/44
401420	limpiez/1, par/5, fluoropolimer/1, multiproposit/1, piedr/1, aliment/1, polv/1, min/1, roci/1, petrole/1, acid/1, conduct/1, aceit/1, air/2, de/13, manguer/23, agu/2, manipul/1, especial/1, maritim/1, roll/1, perfor/1, material/1, al/2, gas/1, vaci/1, vapor/1, quimic/1, soldadur/1, beb/1, hidraul/1, y/2, recubiert/1
811021	ingeni/3, de/2, ocean/1, cost/1, coster/1
401422	nivel/1, compuert/1, par/2, acetilen/1, del/2, fluj/1, regul/8, kits/1, gas/3, repar/1, y/1, mezclador/1, soldadur/2, agu/1, flu/3, oxigen/1, de/11
102415	roj/2, verd/2, crem/2, bicolor/7, burgundy/2, clavel/21, amarill/1, clar/2, blanc/1, fuert/1, purpur/1, ment/1, floracion/21, viv/21, prad/1, de/21, durazn/1, anaranj/2, sencill/21, o/1, cinderell/1, ros/4
102416	roj/1, spray/15, durazn/1, ros/3, burgundy/1, clavel/15, clar/1, mini/15, fuert/1, lavand/1, anaranj/1, amarill/1, blanc/1, bicolor/1, o/15, crem/1, ment/1, purpur/2, viv/15
401425	filtr/6, j/1, tramp/8, interceptor/1, canast/1, p/1, liqu/2, de/8, en/2, aceit/1, termostat/1, termodinam/1, vapor/4, colador/7, respirader/1, y/2, conic/1, t/1, s/1
512018	bacterian/1, gamm/1, igg/1, rho/1, d/1, talidom/1, clorhidrat/2, interferon/1, rhogam/1, o/1, tetramisol/1, l/1, inmunoestimul/1, sargramostim/1, pelfigrastim/1, viral/1, neulast/1, agent/1, galsulfas/1, levamisol/1, filgrastim/1, inmunoglobulin/4
512019	glatiram/1, de/2, esclerosis/1, agent/1, em/1, acetat/1, la/1, multipl/1
311320	ferros/6, part/1, en/5, pulveriz/2, troz/1, pedaz/1, de/7, polv/5, fraccion/1, component/2, no/4, materi/1, metal/7
311321	dimension/6, con/18, maquin/6, fragu/13, en/26, trat/18, calient/5, fri/13, de/26, mecaniz/6, tibi/8, calor/18, y/12, acer/26, forj/37
311322	dimension/4, con/12, maquin/4, fragu/9, en/19, trat/12, fri/11, de/18, mecaniz/4, tibi/8, calor/12, y/6, laton/18, forj/25
421915	material/1, par/1, tub/1, neumat/1, equip/1, o/1, clinic/1, distribu/1, facil/1, medic/1, manej/1, de/4, cubiert/1, sistem/1, medicin/1, y/1, bandej/1
421916	comun/1, monitor/1, par/10, column/1, construccion/1, uso/2, braz/2, monitore/1, ilumin/2, o/7, hospitalari/3, sal/2, facil/1, de/18, cubicul/1, panel/1, enferm/2, instal/1, modul/2, niñ/1, tech/1, bebes/1, segur/1, transmisor/1, riel/1, intercomun/1, equip/2, trabaj/1, principal/1, habit/1, instrument/1, electr/1, hardwar/1, accesori/2, pacient/2, pantall/1, control/1, cirug/1, sistem/4, cortin/2, clinic/3, medic/2
421917	par/12, column/1, servici/1, colector/1, uso/11, gabinet/1, gas/9, o/5, entreg/1, sal/1, puest/1, air/3, de/20, alarm/1, pist/1, vaci/1, valvul/2, compresion/1, presion/1, hospital/1, caj/1, quirurg/1, electr/1, product/1, medic/10, comprim/1, tanqu/1, control/1, cilindr/1, sistem/2, accesori/2, carr/1, cierr/1
421918	par/14, column/1, quirurg/1, uso/6, cun/2, kits/1, colchon/1, barr/1, encim/1, o/11, clinic/3, mes/1, de/12, la/1, general/1, almohadill/1, suspend/1, especial/1, moises/1, bomb/1, altern/1, medic/2, calent/2, suministr/1, del/4, el/2, catr/1, presion/1, posicion/1, y/1, trapeci/1, accesori/7, pacient/5, incub/3, forr/1, bebes/4, barand/1, pediatr/1, cuid/5, cam/6
421919	a/1, armari/2, histori/1, narcot/1, almacen/1, calent/1, uso/4, computariz/1, carrit/1, muebl/1, instrument/1, medicament/1, caj/1, solucion/1, gabinet/7, monitore/1, accesori/2, o/5, hospitalari/1, dispens/1, junt/1, medic/3, clinic/3, de/7, fuert/1, par/6, tratamient/1, cobij/1, cam/1, la/1
421920	par/5, general/2, exam/3, fisic/1, uso/2, o/3, saban/1, terapi/1, accesori/1, mes/4, de/5, clinic/1, cubr/1, medic/2, masaj/1, proced/3, exclu/1
421921	par/4, flebotom/1, sac/1, uso/1, exam/1, instal/1, de/2, visit/1, o/4, clinic/2, medic/2, product/1, accesori/4, pacient/1, y/3, sangr/1, relacion/1, hospitalari/1, reclin/1, asient/5, taburet/2
421922	con/1, tijer/1, evacu/1, tabl/1, mov/1, elev/2, rued/5, calefaccion/1, sus/1, sistem/1, camill/4, unid/1, transferent/1, esterill/1, par/11, transport/3, manten/1, geriatr/1, saban/1, carrit/2, product/1, el/2, pacient/9, de/15, sill/4, incub/1, ramp/1, o/9, asient/1, accesori/8
